scenario,status,cid,record_id_hash,tx_hash,verification_result,key_release_created,decryption_verified,notes,timestamp
retrieveRecord.js_local_ipfs_local_hardhat,PASS,QmYdSne29oFikUAcdmW8c4aN3SBtDwxD7j6T2XLG8qJZkP,0x06ca56cbb3889e21eca41a9ac720a54f70f590074391676f05de6a9e492d5feb,0x9313d618d07bb676d79f706d97e478b6ed690d1e77672aac082d0e7d7dbbaba6,AccessGranted,true,true,Encrypted record uploaded to local IPFS; original checked-in fixture verified on-chain; key release created; decrypted file matched original digest. Script used checked-in fixture because root circuits/access_js/access.wasm and access_final.zkey are not in their legacy locations.,2026-05-16T15:13:47.138Z
